Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
0422110,"Rice, Milled",NS,Suriname,1966,2019,02,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1966,2019,02,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1966,2019,02,184,Yield,26,(MT/HA),3.3800
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,004,Area Harvested,04,(1000 HA),34.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,125,Domestic Consumption,08,(1000 MT),44.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,088,Exports,08,(1000 MT),32.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,057,Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,182,Milling Rate (.9999),08,(1000 MT),6300.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,028,Production,08,(1000 MT),76.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,054,Rough Production,08,(1000 MT),120.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,178,Total Distribution,08,(1000 MT),76.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,086,Total Supply,08,(1000 MT),76.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,113,TY Exports,08,(1000 MT),32.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1967,2006,07,184,Yield,26,(MT/HA),3.5300
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,004,Area Harvested,04,(1000 HA),35.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,125,Domestic Consumption,08,(1000 MT),50.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,088,Exports,08,(1000 MT),23.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,057,Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,182,Milling Rate (.9999),08,(1000 MT),6300.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,028,Production,08,(1000 MT),73.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,054,Rough Production,08,(1000 MT),116.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,178,Total Distribution,08,(1000 MT),73.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,086,Total Supply,08,(1000 MT),73.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,113,TY Exports,08,(1000 MT),23.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1968,2006,07,184,Yield,26,(MT/HA),3.3100
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,004,Area Harvested,04,(1000 HA),32.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,125,Domestic Consumption,08,(1000 MT),55.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,088,Exports,08,(1000 MT),16.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,057,Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,182,Milling Rate (.9999),08,(1000 MT),6300.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,028,Production,08,(1000 MT),71.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,054,Rough Production,08,(1000 MT),113.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,178,Total Distribution,08,(1000 MT),71.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,086,Total Supply,08,(1000 MT),71.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,113,TY Exports,08,(1000 MT),16.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1969,2019,02,184,Yield,26,(MT/HA),3.5300
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,004,Area Harvested,04,(1000 HA),39.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,125,Domestic Consumption,08,(1000 MT),60.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,088,Exports,08,(1000 MT),32.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,057,Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,182,Milling Rate (.9999),08,(1000 MT),6300.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,028,Production,08,(1000 MT),92.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,054,Rough Production,08,(1000 MT),146.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,178,Total Distribution,08,(1000 MT),92.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,086,Total Supply,08,(1000 MT),92.0000
