Partner,Year,Month,NetWeight,TradeValue,CumulativeNetWeight,CumulativeTradeValue,UnitValue,CumulativeUnitValue
Netherlands,2019,1,0.130144,0.127417,0.130144,0.127417,0.9790462871895745,0.9790462871895745
Netherlands,2019,2,0.017984,0.018666,0.148128,0.146083,1.0379225978647686,0.986194372434651
Netherlands,2019,3,0.06408,0.066798,0.212208,0.212881,1.0424157303370787,1.0031714167232149
Netherlands,2019,4,0.070984,0.067329,0.283192,0.28021,0.9485095232728501,0.9894700415265969
Netherlands,2019,5,0.082262,0.074933,0.365454,0.355143,0.9109066154482021,0.9717857787847444
Netherlands,2019,6,0.107276,0.100547,0.47273,0.45569,0.9372739475744808,0.9639540541112263
Netherlands,2019,7,0.08028,0.07699,0.55301,0.53268,0.9590184354758345,0.9632375544746027
Netherlands,2019,8,0.105154,0.102546,0.658164,0.635226,0.9751982806169999,0.9651485040202745
Netherlands,2019,9,0.077198,0.072637,0.7353620000000001,0.707863,0.9409181585015155,0.9626048123237262
Netherlands,2019,10,0.15168,0.144105,0.887042,0.8519680000000001,0.950059335443038,0.9604595949233521
Netherlands,2019,11,0.247025,0.263357,1.134067,1.115325,1.0661147657119725,0.9834736395645054
Netherlands,2019,12,0.069736,0.07574,1.203803,1.191065,1.086096133991052,0.9894185344279754
Netherlands,2020,1,0.05824,0.062905,0.05824,0.062905,1.080099587912088,1.080099587912088
Netherlands,2020,2,0.187232,0.202257,0.24547200000000002,0.265162,1.0802480345240129,1.0802128144961542
Netherlands,2020,3,0.164368,0.167031,0.40984,0.432193,1.0162014504039718,1.0545407964083544
Netherlands,2020,4,0.229574,0.223578,0.639414,0.655771,0.9738820598151359,1.0255812353185885
Netherlands,2020,5,0.161313,0.143906,0.800727,0.799677,0.8920917718968713,0.9986886916514618
Netherlands,2020,6,0.025344,0.022774,0.826071,0.822451,0.8985953282828283,0.9956178100913845
Netherlands,2020,7,0.074449,0.082936,0.90052,0.9053869999999999,1.1139975016454216,1.0054046550881712
Netherlands,2020,8,0.110258,0.123208,1.010778,1.028595,1.1174517948810971,1.017627016021322
Netherlands,2020,9,0.145043,0.183545,1.155821,1.21214,1.2654523141413236,1.048726403136818
Netherlands,2020,10,0.132631,0.150748,1.288452,1.3628879999999999,1.1365970248282828,1.0577716515632711
Netherlands,2020,11,0.038895,0.051805,1.327347,1.414693,1.3319192698290268,1.0658049477642244
Netherlands,2020,12,0.04592,0.056022,1.373267,1.470715,1.2199912891986062,1.0709607090245379
Netherlands,2021,1,0.04784,0.065942,0.04784,0.065942,1.378386287625418,1.378386287625418
Netherlands,2021,2,0.067407,0.098891,0.11524699999999999,0.164833,1.4670731526399337,1.430258488290368
Netherlands,2021,3,0.04292,0.061364,0.158167,0.226197,1.4297297297297298,1.430115005026333
Netherlands,2021,4,0.123887,0.201952,0.28205399999999997,0.428149,1.6301306836068352,1.5179681904883464
Netherlands,2021,5,0.204664,0.339103,0.486718,0.767252,1.656876636829144,1.5763789298936963
Netherlands,2021,6,0.25825,0.449241,0.744968,1.216493,1.7395585672797678,1.6329466500574523
Netherlands,2021,7,0.351395,0.639933,1.096363,1.856426,1.8211215299022465,1.693258528425348
Netherlands,2021,8,0.140544,0.235592,1.236907,2.092018,1.6762864298724953,1.6913300676607053
others,2016,4,0.092733,0.054893,0.092733,0.054893,0.591946771915068,0.591946771915068
others,2016,7,0.018753,0.018875,0.111486,0.073768,1.0065056257665441,0.6616794933893044
others,2016,8,0.015253,0.015352,0.126739,0.08911999999999999,1.0064905264538124,0.7031773960659308
others,2016,9,0.017381,0.017494,0.14412,0.10661399999999999,1.0065013520510901,0.7397585345545378
others,2016,10,0.018616,0.021642,0.162736,0.12825599999999998,1.1625483455092394,0.7881230950742306
others,2016,12,0.017781,0.01372,0.18051699999999998,0.141976,0.7716101456610989,0.7864965626506091
others,2017,1,0.019607,0.022067,0.019607,0.022067,1.1254653950119855,1.1254653950119855
others,2017,2,0.012868,0.01372,0.032475,0.035787,1.0662107553621387,1.101986143187067
others,2017,3,0.012868,0.01372,0.045342999999999994,0.049506999999999995,1.0662107553621387,1.091833359063141
others,2017,4,0.012638,0.013475,0.057981,0.062982,1.0662288336762147,1.0862523930253014
others,2017,6,0.012868,0.01372,0.070849,0.07670199999999999,1.0662107553621387,1.08261231633474
others,2017,11,0.04488,0.037056,0.115729,0.113758,0.8256684491978609,0.9829688323583544
others,2018,1,0.04488,0.037662,0.04488,0.037662,0.8391711229946524,0.8391711229946524
others,2018,5,0.026321,0.041153,0.071201,0.078815,1.5635044261236275,1.1069367003272426
others,2018,7,0.04488,0.036156,0.116081,0.114971,0.805614973262032,0.9904377115979359
others,2019,1,0.004201,0.004097,0.004201,0.004097,0.9752439895263033,0.9752439895263033
others,2021,4,0.053139,0.079609,0.053139,0.079609,1.4981275522685786,1.4981275522685786
others,2021,5,0.00092,0.001928,0.054058999999999996,0.081537,2.0956521739130434,1.5082964908710854
others,2021,6,0.02192,0.028208,0.07597899999999999,0.109745,1.2868613138686134,1.444412271811948
others,2021,7,0.027554,0.0494,0.103533,0.15914499999999998,1.7928431443710533,1.5371427467570724
others,2021,9,2.2e-05,5.8e-05,0.103555,0.15920299999999998,2.6363636363636362,1.537376273477862
total,2016,1,0.193792,0.190915,0.193792,0.190915,0.9851541859313079,0.9851541859313079
total,2016,2,0.3063,0.299019,0.500092,0.489934,0.9762291870714984,0.979687737456308
total,2016,3,0.25605500000000003,0.248902,0.756147,0.738836,0.9720645954970611,0.9771063034039678
total,2016,4,0.408103,0.373413,1.16425,1.112249,0.9149969492995641,0.9553351943311145
total,2016,5,0.637333,0.643207,1.801583,1.755456,1.0092165320170146,0.9743964058275416
total,2016,6,0.482888,0.354503,2.284471,2.109959,0.7341308957770747,0.9236094483142925
total,2016,7,0.382338,0.385402,2.666809,2.495361,1.0080138516182018,0.935710431455721
total,2016,8,0.38258200000000003,0.37455099999999997,3.049391,2.869912,0.9790084217239701,0.9411426740618044
total,2016,9,0.307163,0.320934,3.356554,3.190846,1.0448328737510701,0.9506315107696763
total,2016,10,0.354371,0.36120399999999997,3.710925,3.55205,1.0192820518609027,0.9571872242095973
total,2016,11,0.18301499999999998,0.192144,3.89394,3.744194,1.0498811572821902,0.9615438347791696
total,2016,12,0.234556,0.23717,4.128496,3.9813639999999997,1.0111444601715582,0.9643618402440016
total,2017,1,0.191357,0.211196,0.191357,0.211196,1.1036753293582153,1.1036753293582153
total,2017,2,0.152055,0.162166,0.343412,0.37336199999999997,1.0664956759067443,1.0872130269181042
total,2017,3,0.187534,0.19734800000000002,0.530946,0.57071,1.052331843825653,1.0748927386212535
total,2017,4,0.300464,0.324618,0.83141,0.895328,1.0803889983492199,1.0768790368169736
total,2017,5,0.16306600000000002,0.170412,0.994476,1.06574,1.0450492438644474,1.0716598490059086
total,2017,6,0.133415,0.142822,1.127891,1.2085620000000001,1.0705093130457595,1.0715237553983499
total,2017,7,0.289157,0.301569,1.4170479999999999,1.510131,1.0429247778888284,1.065687965404136
total,2017,8,0.16778,0.179079,1.584828,1.68921,1.0673441411372033,1.0658632987302092
total,2017,9,0.19977899999999998,0.217056,1.784607,1.906266,1.086480561019927,1.0681713116669385
total,2017,10,0.292001,0.317542,2.0766080000000002,2.223808,1.0874688785312379,1.070884827564952
total,2017,11,0.19856,0.21735100000000002,2.275168,2.441159,1.0946363819500404,1.0729576892783301
total,2017,12,0.351476,0.36531399999999997,2.6266439999999998,2.806473,1.0393711092649283,1.0684634080598665
