Partner,Year,Month,NetWeight,TradeValue,CumulativeNetWeight,CumulativeTradeValue,UnitValue,CumulativeUnitValue
total,2016,6,0.2103,0.101224,9.304611,3.5772690000000003,0.4813314312886353,0.38446196192403964
total,2016,7,0.52533,0.210487,9.829941,3.787756,0.40067576570917335,0.38532845721047565
total,2016,8,0.44541,0.16787600000000003,10.275351,3.955632,0.37690218001391984,0.3849631997972624
total,2016,9,0.9284460000000001,0.402061,11.203797,4.357693,0.43304726392272674,0.3889478718687959
total,2016,10,1.0452439999999998,0.359252,12.249041,4.716945,0.34370156633283716,0.3850868814954575
total,2016,11,5.564079,1.9485640000000002,17.813119999999998,6.665509,0.3502042296667607,0.3741909895627493
total,2016,12,6.35506,2.230599,24.16818,8.896108000000002,0.35099574197568556,0.36809176363300844
total,2017,1,5.798915999999999,2.602791,5.798915999999999,2.602791,0.44884095579242744,0.44884095579242744
total,2017,2,0.750427,0.3175,6.5493429999999995,2.9202909999999997,0.42309245269693124,0.44589067941624067
total,2017,3,0.248556,0.118557,6.797898999999999,3.0388479999999998,0.47698305412060055,0.44702753012364554
total,2017,4,4.119021,1.41811,10.91692,4.456958,0.34428326536815423,0.4082614876723472
total,2017,5,0.42143800000000003,0.199634,11.338358,4.656592,0.47369719863894566,0.41069368245384386
total,2017,6,3.225276,1.413417,14.563634,6.070009,0.4382313327603591,0.41679219623344005
total,2017,7,0.652146,0.282123,15.215779999999999,6.352132,0.432607115584547,0.4174700212542506
total,2017,8,6.003116,2.672958,21.218896,9.025089999999999,0.4452617607255965,0.42533268460338364
total,2017,9,2.671413,0.970258,23.890309,9.995348,0.3632002988680522,0.41838504474764227
total,2017,10,0.430941,0.19604000000000002,24.32125,10.191388,0.4549114611977046,0.4190322454643573
total,2017,11,0.494563,0.22288999999999998,24.815813,10.414278,0.4506807019530373,0.41966297860158763
total,2017,12,0.514323,0.224776,25.330136,10.639054,0.4370327595693757,0.420015668293293
total,2018,1,0.187279,0.12031,0.187279,0.12031,0.6424105212009888,0.6424105212009888
total,2018,2,3.0519299999999996,1.590568,3.239209,1.710878,0.5211679166953371,0.5281777125217916
total,2018,3,0.24257399999999998,0.226484,3.4817829999999996,1.9373619999999998,0.9336697255270557,0.5564281289213027
total,2018,4,2.314379,0.971684,5.796162,2.909046,0.41984653334652616,0.5018917690706367
total,2018,5,3.8580890000000005,1.5112290000000002,9.654251,4.420275,0.3917040275639053,0.4578578907882134
total,2018,6,3.500809,1.338528,13.15506,5.758803,0.3823481943745003,0.4377633397339123
total,2018,7,1.139963,0.51062,14.295023,6.269423,0.44792681867744827,0.4385738309060433
total,2018,8,1.832058,0.866571,16.127081,7.135994,0.47300412978191736,0.4424851589695618
total,2018,9,7.695798999999999,3.1204810000000003,23.822879999999998,10.256475,0.4054784954752587,0.430530439644577
total,2018,10,1.278399,0.663909,25.101278999999998,10.920384,0.5193284725660767,0.4350528911295716
total,2018,11,1.297944,0.745263,26.399223,11.665647,0.5741873301159373,0.4418935739131413
total,2018,12,1.205012,0.58795,27.604235,12.253597000000001,0.48792045224445896,0.44390279245195535
total,2019,1,0.782754,0.338012,0.782754,0.338012,0.43182404689084947,0.43182404689084947
total,2019,2,0.569582,0.25701,1.352336,0.5950219999999999,0.45122563564157575,0.43999568154659785
total,2019,3,1.686095,0.782779,3.038431,1.377801,0.4642555727880102,0.4534580512112995
total,2019,4,0.563037,0.275501,3.6014679999999997,1.653302,0.48931242529354196,0.45906335971887025
total,2019,5,0.6487310000000001,0.356725,4.250199,2.010027,0.5498812296622174,0.4729253853760729
total,2019,6,6.59176,2.725194,10.841959,4.735221,0.41342433583746985,0.436749576345013
total,2019,7,0.702902,0.403324,11.544861000000001,5.138545000000001,0.573798338886502,0.4450937087938954
total,2019,8,1.8797679999999999,0.804894,13.424629,5.943439,0.4281879465976653,0.4427264991829569
total,2019,9,9.945128,3.9549899999999996,23.369757,9.898429,0.39768115603941945,0.42355720686355447
total,2019,10,1.79908,0.7356670000000001,25.168837,10.634096,0.4089128888098362,0.4225104242997004
total,2019,11,2.293361,0.9133460000000001,27.462198,11.547442,0.3982565326610159,0.42048498812804425
total,2019,12,2.1545300000000003,0.877513,29.616728000000002,12.424955,0.40728743623899405,0.41952490497937517
total,2020,1,5.071194,2.033664,5.071194,2.033664,0.4010227177268312,0.4010227177268312
total,2020,2,0.1,0.033112,5.171194,2.066776,0.33112,0.3996709464003865
total,2020,3,0.25,0.08605,5.421194,2.152826,0.3442,0.39711288693966684
total,2020,4,0.5369820000000001,0.18572300000000003,5.958176,2.338549,0.3458644796287399,0.39249411229208403
total,2020,5,0.171517,0.070291,6.1296930000000005,2.40884,0.4098194348082115,0.3929788979643842
total,2020,6,3.840081,1.67388,9.969774000000001,4.08272,0.43589705529648987,0.4095097842739464
total,2020,7,6.226793,2.714942,16.196567,6.797662,0.436009676249074,0.41969770507540266
total,2020,8,2.60059,1.213017,18.797157,8.010679,0.4664391541919334,0.4261643928387681
total,2020,9,3.67766,1.6793470000000001,22.474817,9.690026,0.4566346535568813,0.43115038489523627
total,2020,10,8.871843,4.108552,31.34666,13.798578000000001,0.46310016982942553,0.44019292645532254
total,2020,11,3.0749999999999997,1.355609,34.42166,15.154187,0.4408484552845529,0.44025148699975536
total,2020,12,1.724465,0.721876,36.146125,15.876063,0.41860866993531326,0.4392189480891797
total,2021,1,4.648362,2.218282,4.648362,2.218282,0.47721799636086865,0.47721799636086865
total,2021,2,3.88846,1.660831,8.536821999999999,3.879113,0.42711793357781747,0.45439778409342496
total,2021,3,6.40048,2.7820509999999996,14.937301999999999,6.661163999999999,0.4346628690348223,0.44594157633018333
total,2021,4,0.5985619999999999,0.342896,15.535863999999998,7.004059999999999,0.5728663029059646,0.4508317014103625
total,2021,5,0.49867199999999995,0.317966,16.034536,7.322025999999999,0.637625533416755,0.45664096547602
total,2021,6,0.8216370000000001,0.40568099999999996,16.856173,7.727707,0.49374723874411686,0.4584496730070343
total,2021,7,0.1675,0.105932,17.023673,7.833639,0.6324298507462686,0.46016150568681624
total,2021,8,1.78045,0.808979,18.804123,8.642617999999999,0.4543677160268471,0.4596129263779012
total,2021,9,0.392,0.167972,19.196123,8.81059,0.4285,0.45897757583653737
